City,Country,Latitude,Longitude,Year,Population
Indore,India,22.42,75.54,1990.0,1090000.0
Jabalpur,India,23.15,79.97,1990.0,880000.0
Jaipur,India,26.9,75.8,1990.0,1480000.0
Jalandhar,India,31.32,75.57,1990.0,500000.0
Jammu,India,33.45,76.24,1990.0,360000.0
Jamshedpur,India,22.8,86.18,1990.0,820000.0
Jodhpur,India,26.28,73.02,1990.0,650000.0
Kanpur,India,26.45,80.31,1990.0,2000000.0
Kochi,India,9.97,76.27,1990.0,1100000.0
Kolkata,India,22.54,88.33,1990.0,10890000.0
Kota,India,25.18,75.83,1990.0,520000.0
Kozhikode,India,26.28,75.77,1990.0,780000.0
Lucknow,India,26.84,80.91,1990.0,1610000.0
Ludhiana,India,30.91,75.85,1990.0,1010000.0
Madurai,India,9.91,78.12,1990.0,1070000.0
Meerut,India,28.99,77.7,1990.0,820000.0
Moradabad,India,28.83,78.78,1990.0,440000.0
Mumbai,India,19.07,72.82,1990.0,12310000.0
Mysore,India,12.3,76.65,1990.0,640000.0
Nagpur,India,21.15,79.08,1990.0,1640000.0
Nashik,India,20.02,73.5,1990.0,700000.0
Patna,India,25.61,85.13,1990.0,1090000.0
Pune,India,18.53,73.85,1990.0,2430000.0
Raipur,India,21.23,81.63,1990.0,450000.0
Rajkot,India,22.3,70.78,1990.0,640000.0
Ranchi,India,23.35,85.33,1990.0,610000.0
Salem,India,11.65,78.16,1990.0,570000.0
Solapur,India,17.68,75.92,1990.0,610000.0
Srinagar,India,34.08,74.8,1990.0,730000.0
Surat,India,21.16,72.83,1990.0,1470000.0
Thiruvananthapuram,India,8.48,76.95,1990.0,800000.0
Tiruchirappalli,India,10.81,78.69,1990.0,700000.0
Vadodara,India,22.3,73.2,1990.0,1100000.0
Varanasi,India,25.28,82.95,1990.0,1010000.0
Vijayawada,India,16.51,80.61,1990.0,820000.0
Visakhapatnam,India,17.74,83.33,1990.0,1020000.0
Adelaide,Australia,-34.81,138.52,1990.0,1050000.0
Brisbane,Australia,-27.45,153.02,1990.0,1330000.0
Melbourne,Australia,-37.85,145.07,1990.0,3120000.0
Perth,Australia,-31.95,115.85,1990.0,1160000.0
Sydney,Australia,-33.88,151.02,1990.0,3630000.0
Bandar Lampung,Indonesia,-5.45,105.26,1990.0,450000.0
Bandung,Indonesia,-6.91,107.6,1990.0,2040000.0
Bogor,Indonesia,-6.6,106.8,1990.0,600000.0
Jakarta,Indonesia,-6.16,106.8,1990.0,8180000.0
Malang,Indonesia,-7.98,112.62,1990.0,690000.0
Medan,Indonesia,3.58,98.67,1990.0,1720000.0
Padang,Indonesia,-0.95,100.35,1990.0,630000.0
Palembang,Indonesia,-2.99,104.75,1990.0,1130000.0
Pekan Baru,Indonesia,0.53,101.45,1990.0,390000.0
Semarang,Indonesia,-6.97,110.42,1990.0,1240000.0
Surabaya,Indonesia,-7.39,112.68,1990.0,2470000.0
Ujung Pandang,Indonesia,-5.13,119.41,1990.0,820000.0
Ahvaz,Iran (Islamic Republic of),31.31,48.68,1990.0,680000.0
Esfahan,Iran (Islamic Republic of),32.65,51.67,1990.0,1090000.0
Karaj,Iran (Islamic Republic of),35.81,50.96,1990.0,690000.0
Kermanshah,Iran (Islamic Republic of),34.3,47.05,1990.0,610000.0
Mashhad,Iran (Islamic Republic of),36.28,59.59,1990.0,1680000.0
Qom,Iran (Islamic Republic of),34.65,50.88,1990.0,620000.0
Shiraz,Iran (Islamic Republic of),29.6,52.53,1990.0,950000.0
Tabriz,Iran (Islamic Republic of),38.08,46.28,1990.0,1060000.0
Tehran,Iran (Islamic Republic of),35.77,51.44,1990.0,6360000.0
Al-Basrah,Iraq,30.5,47.76,1990.0,470000.0
Al-Mawsil,Iraq,36.33,43.13,1990.0,740000.0
Baghdad,Iraq,33.33,44.39,1990.0,4090000.0
Irbil,Iraq,36.16,44.01,1990.0,540000.0
Dublin,Ireland,53.34,-6.25,1990.0,920000.0
Hefa,Israel,32.76,35.0,1990.0,580000.0
Tel Aviv-Yafo,Israel,32.04,34.76,1990.0,2030000.0
Milano,Italy,45.47,9.18,1990.0,3060000.0
Napoli,Italy,40.83,14.25,1990.0,2210000.0
Palermo,Italy,38.12,13.35,1990.0,840000.0
Rome,Italy,41.87,12.51,1990.0,3450000.0
Torino,Italy,45.07,7.66,1990.0,1780000.0
Abidjan,Côte d'Ivoire,5.32,-4.02,1990.0,2100000.0
Fukuoka-Kitakyushu,Japan,33.57,130.4,1990.0,2490000.0
Hiroshima,Japan,34.37,132.44,1990.0,1990000.0
Kyoto,Japan,35.0,135.75,1990.0,1760000.0
Nagoya,Japan,35.15,136.92,1990.0,2950000.0
Osaka-Kobe,Japan,34.63,135.51,1990.0,11040000.0
Sapporo,Japan,43.05,141.34,1990.0,2320000.0
Sendai,Japan,38.25,140.89,1990.0,2020000.0
Tokyo,Japan,35.68,139.8,1990.0,32530000.0
Almaty,Kazakhstan,43.25,76.91,1990.0,1080000.0
Kabul,Afghanistan,34.53,69.13,1990.0,1310000.0
Wien,Austria,48.2,16.32,1990.0,2100000.0
Amman,Jordan,31.94,35.93,1990.0,850000.0
Mombasa,Kenya,-4.05,39.65,1990.0,480000.0
Nairobi,Kenya,-1.26,36.8,1990.0,1380000.0
Hamhung,Democratic People's Republic of Korea,39.91,127.55,1990.0,700000.0
N'ampo,Democratic People's Republic of Korea,38.73,125.4,1990.0,580000.0
P'yongyang,Democratic People's Republic of Korea,39.02,125.75,1990.0,2530000.0
Bucheon,Republic of Korea,37.5,126.78,1990.0,650000.0
Busan,Republic of Korea,35.1,129.03,1990.0,3780000.0
Daegu,Republic of Korea,35.86,128.6,1990.0,2220000.0
Daejon,Republic of Korea,36.35,127.38,1990.0,1040000.0
Goyang,Republic of Korea,37.65,126.8,1990.0,240000.0
Gwangju,Republic of Korea,35.16,126.91,1990.0,1120000.0
Incheon,Republic of Korea,37.48,126.63,1990.0,1780000.0
Seongnam,Republic of Korea,37.43,127.15,1990.0,530000.0
Seoul,Republic of Korea,37.54,126.93,1990.0,10540000.0
Suweon,Republic of Korea,37.26,127.01,1990.0,630000.0
Ulsan,Republic of Korea,35.55,129.31,1990.0,670000.0
Al Kuwayt (Kuwait City),Kuwait,29.38,47.97,1990.0,1390000.0
Bishkek,Kyrgyzstan,42.87,74.77,1990.0,640000.0
Bayrut,Lebanon,33.88,35.49,1990.0,1290000.0
Monrovia,Liberia,6.3,-10.79,1990.0,1040000.0
Banghazi,Libyan Arab Jamahiriya,32.12,20.06,1990.0,610000.0
Tarabulus,Libyan Arab Jamahiriya,32.9,13.18,1990.0,1500000.0
Antananarivo,Madagascar,-18.9,47.52,1990.0,950000.0
Johore Bharu,Malaysia,1.5,103.76,1990.0,420000.0
Klang,Malaysia,3.03,101.45,1990.0,340000.0
Kuala Lumpur,Malaysia,3.14,101.7,1990.0,1120000.0
Bamako,Mali,12.65,-7.98,1990.0,750000.0
Aguascalientes,Mexico,21.88,-102.29,1990.0,550000.0
Chihuahua,Mexico,28.63,-106.07,1990.0,540000.0
Ciudad de México,Mexico,19.42,-99.12,1990.0,15310000.0
Ciudad Juárez,Mexico,31.73,-106.48,1990.0,810000.0
Culiacán,Mexico,24.8,-107.38,1990.0,610000.0
Guadalajara,Mexico,20.67,-103.34,1990.0,3010000.0
León de los Aldamas,Mexico,21.11,-101.68,1990.0,960000.0
Mérida,Mexico,20.97,-89.62,1990.0,660000.0
Mexicali,Mexico,32.65,-115.46,1990.0,610000.0
Monterrey,Mexico,25.67,-100.31,1990.0,2590000.0
Puebla,Mexico,19.04,-98.19,1990.0,1690000.0
Querétaro,Mexico,20.58,-100.38,1990.0,560000.0
Saltillo,Mexico,25.41,-100.99,1990.0,490000.0
San Luis Potosí,Mexico,22.15,-100.97,1990.0,660000.0
Tijuana,Mexico,32.52,-117.03,1990.0,760000.0
Toluca de Lerdo,Mexico,19.28,-99.66,1990.0,840000.0
Torreón,Mexico,25.55,-103.76,1990.0,880000.0
Ulaanbaatar,Mongolia,47.92,106.91,1990.0,570000.0
Chittagong,Bangladesh,22.32,91.82,1990.0,2020000.0
Dhaka,Bangladesh,23.7,90.4,1990.0,6620000.0
Khulna,Bangladesh,22.84,89.55,1990.0,980000.0
Rajshahi,Bangladesh,24.35,88.63,1990.0,520000.0
Dar-el-Beida,Morocco,33.6,-7.63,1990.0,2680000.0
Fès,Morocco,34.04,-4.99,1990.0,680000.0
Marrakech,Morocco,31.63,-8.01,1990.0,580000.0
Rabat,Morocco,34.01,-6.83,1990.0,1170000.0
Maputo,Mozambique,-25.96,32.57,1990.0,780000.0
Yerevan,Armenia,40.2,44.53,1990.0,1180000.0
Kathmandu,Nepal,27.71,85.31,1990.0,400000.0
Amsterdam,Netherlands,52.37,4.89,1990.0,940000.0
Rotterdam,Netherlands,51.92,4.48,1990.0,950000.0
Auckland,New Zealand,-36.9,174.76,1990.0,870000.0
Managua,Nicaragua,12.15,-86.27,1990.0,740000.0
Antwerpen,Belgium,51.2,4.42,1990.0,890000.0
Bruxelles-Brussel,Belgium,50.83,4.36,1990.0,1680000.0
Niamey,Niger,13.51,2.12,1990.0,430000.0
Abuja,Nigeria,9.05,7.25,1990.0,330000.0
Benin City,Nigeria,6.33,5.62,1990.0,690000.0
Ibadan,Nigeria,7.37,3.89,1990.0,1740000.0
Ilorin,Nigeria,8.49,4.54,1990.0,520000.0
Kaduna,Nigeria,10.51,7.44,1990.0,960000.0
Kano,Nigeria,11.99,8.49,1990.0,2100000.0
Lagos,Nigeria,6.45,3.3,1990.0,4760000.0
Maiduguri,Nigeria,11.85,13.16,1990.0,600000.0
Ogbomosho,Nigeria,8.13,4.25,1990.0,620000.0
Port Harcourt,Nigeria,4.78,7.0,1990.0,680000.0
Zaria,Nigeria,11.06,7.7,1990.0,590000.0
Oslo,Norway,59.93,10.71,1990.0,680000.0
Faisalabad,Pakistan,31.4,73.08,1990.0,1520000.0
Gujranwala,Pakistan,32.15,74.18,1990.0,850000.0
Hyderabad,Pakistan,25.38,68.36,1990.0,950000.0
Islamabad,Pakistan,33.71,73.06,1990.0,340000.0
Karachi,Pakistan,24.89,67.02,1990.0,7150000.0
Lahore,Pakistan,31.54,74.34,1990.0,3970000.0
Multan,Pakistan,30.2,71.41,1990.0,950000.0
Peshawar,Pakistan,34.0,71.54,1990.0,770000.0
Quetta,Pakistan,30.2,67.01,1990.0,410000.0
Rawalpindi,Pakistan,33.6,73.04,1990.0,1090000.0
Ciudad de Panamá (Panama City),Panama,9.0,-79.51,1990.0,850000.0
Asunción,Paraguay,-25.3,-57.62,1990.0,1090000.0
Arequipa,Peru,-16.39,-71.52,1990.0,560000.0
Lima,Peru,-12.08,-77.04,1990.0,5840000.0
Cebu,Philippines,10.42,123.79,1990.0,610000.0
Davao,Philippines,7.08,125.61,1990.0,850000.0
Manila,Philippines,14.61,120.96,1990.0,7970000.0
Zamboanga,Philippines,6.9,122.06,1990.0,440000.0
Kraków,Poland,50.06,19.94,1990.0,740000.0
Lódz,Poland,51.77,19.47,1990.0,840000.0
Warszawa,Poland,52.24,21.01,1990.0,1630000.0
Lisboa,Portugal,38.72,-9.12,1990.0,2540000.0
Porto,Portugal,41.16,-8.58,1990.0,1160000.0
San Juan,Puerto Rico,18.8,-71.22,1990.0,1540000.0
Bucuresti,Romania,44.43,26.12,1990.0,2040000.0
Chelyabinsk,Russian Federation,55.14,61.39,1990.0,1130000.0
Kazan,Russian Federation,55.73,49.14,1990.0,1090000.0
Krasnoyarsk,Russian Federation,56.01,92.83,1990.0,910000.0
Moskva,Russian Federation,55.74,37.7,1990.0,8990000.0
Nizhniy Novgorod,Russian Federation,58.54,31.27,1990.0,1420000.0
Novosibirsk,Russian Federation,55.03,82.94,1990.0,1430000.0
Omsk,Russian Federation,55.06,73.25,1990.0,1140000.0
Perm,Russian Federation,58.0,56.23,1990.0,1080000.0
Rostov-na-Donu,Russian Federation,47.23,39.68,1990.0,1020000.0
Samara,Russian Federation,53.23,50.16,1990.0,1240000.0
Sankt Peterburg,Russian Federation,59.91,30.24,1990.0,4990000.0
Saratov,Russian Federation,51.49,45.95,1990.0,900000.0
Ufa,Russian Federation,54.82,56.09,1990.0,1080000.0
Volgograd,Russian Federation,48.7,44.48,1990.0,1000000.0
Voronezh,Russian Federation,51.71,39.26,1990.0,880000.0
Yekaterinburg,Russian Federation,56.83,60.58,1990.0,1350000.0
Kigali,Rwanda,-1.95,30.05,1990.0,220000.0
La Paz,Bolivia,-16.5,-68.15,1990.0,1060000.0
Santa Cruz,Bolivia,-17.78,-63.19,1990.0,620000.0
Ad-Dammam,Saudi Arabia,26.33,50.08,1990.0,410000.0
Al-Madinah,Saudi Arabia,24.42,39.69,1990.0,530000.0
Ar-Riyadh,Saudi Arabia,24.65,46.77,1990.0,2320000.0
Jiddah,Saudi Arabia,21.54,39.17,1990.0,1740000.0
Makkah,Saudi Arabia,21.42,39.81,1990.0,860000.0
Dakar,Senegal,14.68,-17.45,1990.0,1400000.0
Beograd,Serbia,44.79,20.41,1990.0,1160000.0
Freetown,Sierra Leone,8.48,-13.23,1990.0,530000.0
Singapore,Singapore,1.26,103.83,1990.0,3020000.0
Hà Noi,Viet Nam,21.03,105.82,1990.0,3130000.0
Hai Phòng,Viet Nam,20.86,106.67,1990.0,1470000.0
Thành Pho Ho Chí Minh,Viet Nam,10.75,106.66,1990.0,4000000.0
Muqdisho,Somalia,2.04,45.34,1990.0,1040000.0
Cape Town,South Africa,-33.97,18.48,1990.0,2160000.0
Durban,South Africa,-29.83,30.94,1990.0,1720000.0
Ekurhuleni,South Africa,-26.17,28.22,1990.0,1530000.0
Johannesburg,South Africa,-26.17,28.0,1990.0,1900000.0
Port Elizabeth,South Africa,-33.88,25.48,1990.0,830000.0
Pretoria,South Africa,-25.73,28.21,1990.0,910000.0
Vereeniging,South Africa,-26.67,27.93,1990.0,740000.0
Harare,Zimbabwe,-17.82,31.02,1990.0,1050000.0
Barcelona,Spain,41.38,2.18,1990.0,4100000.0
Madrid,Spain,40.44,-3.69,1990.0,4410000.0
Valencia,Spain,39.47,-0.36,1990.0,780000.0
Al-Khartum,Sudan,15.55,32.52,1990.0,2360000.0
Stockholm,Sweden,59.33,17.99,1990.0,1040000.0
Zürich,Switzerland,47.4,8.53,1990.0,1010000.0
Baixada Santista,Brazil,-23.95,-46.36,1990.0,1180000.0
Belém,Brazil,-1.43,-48.49,1990.0,1130000.0
Belo Horizonte,Brazil,-19.85,-43.9,1990.0,3550000.0
Brasília,Brazil,-15.79,-47.89,1990.0,1860000.0
Campinas,Brazil,-22.9,-47.05,1990.0,1690000.0
Campo Grande,Brazil,-20.45,-54.61,1990.0,490000.0
Cuiabá,Brazil,-15.61,-56.09,1990.0,510000.0
Curitiba,Brazil,-25.43,-49.28,1990.0,1830000.0
Florianópolis,Brazil,-27.57,-48.61,1990.0,500000.0
Fortaleza,Brazil,-3.78,-38.58,1990.0,2230000.0
Goiânia,Brazil,-16.72,-49.25,1990.0,1130000.0
Grande São Luís,Brazil,-2.51,-44.3,1990.0,670000.0
Grande Vitória,Brazil,-20.3,-40.35,1990.0,1050000.0
João Pessoa,Brazil,-7.12,-34.86,1990.0,650000.0
Maceió,Brazil,-9.67,-35.74,1990.0,660000.0
Manaus,Brazil,-3.12,-60.01,1990.0,960000.0
Natal,Brazil,-5.8,-35.21,1990.0,690000.0
Norte/Nordeste Catarinense,Brazil,-26.32,-48.84,1990.0,600000.0
Pôrto Alegre,Brazil,-30.04,-51.2,1990.0,2930000.0
Recife,Brazil,-8.08,-34.91,1990.0,2690000.0
Rio de Janeiro,Brazil,-22.72,-43.45,1990.0,9600000.0
Salvador,Brazil,-12.99,-38.48,1990.0,2330000.0
São Paulo,Brazil,-23.58,-46.62,1990.0,14780000.0
Teresina,Brazil,-5.1,-42.8,1990.0,610000.0
Dimashq,Syrian Arab Republic,33.49,36.29,1990.0,1690000.0
Halab,Syrian Arab Republic,36.21,37.15,1990.0,1550000.0
Hims,Syrian Arab Republic,34.73,36.71,1990.0,560000.0
Krung Thep,Thailand,13.75,100.51,1990.0,5890000.0
Lomé,Togo,6.1,1.2,1990.0,620000.0
Dubayy,United Arab Emirates,25.27,55.32,1990.0,470000.0
Adana,Turkey,37.0,35.32,1990.0,910000.0
Ankara,Turkey,39.92,32.85,1990.0,2560000.0
Antalya,Turkey,36.89,30.7,1990.0,370000.0
Bursa,Turkey,40.19,29.07,1990.0,820000.0
Gaziantep,Turkey,37.04,37.3,1990.0,600000.0
Istanbul,Turkey,41.06,29.0,1990.0,6550000.0
Izmir,Turkey,38.43,27.14,1990.0,1740000.0
Konya,Turkey,37.87,32.48,1990.0,510000.0
Kampala,Uganda,0.32,32.57,1990.0,760000.0
Dnipropetrovs'k,Ukraine,48.42,35.13,1990.0,1160000.0
Donets'k,Ukraine,48.04,37.73,1990.0,1100000.0
Kharkiv,Ukraine,49.98,36.2,1990.0,1590000.0
Kyiv,Ukraine,50.44,30.5,1990.0,2570000.0
Odesa,Ukraine,46.46,30.73,1990.0,1090000.0
Zaporizhzhya,Ukraine,47.85,35.15,1990.0,870000.0
Al-Iskandariyah,Egypt,31.2,29.9,1990.0,3060000.0
Al-Qahirah,Egypt,30.07,31.25,1990.0,9060000.0
Birmingham,United Kingdom,52.49,-1.86,1990.0,2300000.0
Glasgow,United Kingdom,55.86,-4.26,1990.0,1220000.0
Liverpool,United Kingdom,53.42,-2.97,1990.0,830000.0
London,United Kingdom,51.48,-0.17,1990.0,7650000.0
Manchester,United Kingdom,53.47,-2.26,1990.0,2280000.0
Newcastle upon Tyne,United Kingdom,54.96,-1.6,1990.0,880000.0
West Yorkshire,United Kingdom,53.79,-1.54,1990.0,1450000.0
Dar es Salaam,United Republic of Tanzania,-6.81,39.25,1990.0,1320000.0
Atlanta,United States of America,33.79,-84.34,1990.0,2180000.0
Austin,United States of America,30.27,-97.73,1990.0,570000.0
Baltimore,United States of America,39.32,-76.61,1990.0,1850000.0
Boston,United States of America,42.37,-71.1,1990.0,3430000.0
Bridgeport-Stamford,United States of America,41.18,-73.19,1990.0,710000.0
Buffalo,United States of America,42.89,-78.84,1990.0,960000.0
Charlotte,United States of America,35.2,-80.83,1990.0,460000.0
Chicago,United States of America,41.82,-87.64,1990.0,7370000.0
Cincinnati,United States of America,39.14,-84.47,1990.0,1340000.0
Cleveland,United States of America,41.39,-81.72,1990.0,1680000.0
"Columbus, Ohio",United States of America,40.04,-82.99,1990.0,950000.0
Dallas-Fort Worth,United States of America,32.76,-96.66,1990.0,3220000.0
Dayton,United States of America,39.75,-84.19,1990.0,620000.0
Denver-Aurora,United States of America,39.57,-105.07,1990.0,1530000.0
Detroit,United States of America,42.39,-83.07,1990.0,3700000.0
El Paso,United States of America,31.77,-106.45,1990.0,570000.0
Hartford,United States of America,41.76,-72.7,1990.0,780000.0
Honolulu,United States of America,21.32,-157.86,1990.0,640000.0
Houston,United States of America,29.77,-95.4,1990.0,2920000.0
Indianapolis,United States of America,39.81,-86.13,1990.0,920000.0
"Jacksonville, Florida",United States of America,30.33,-81.65,1990.0,740000.0
Kansas City,United States of America,38.99,-94.62,1990.0,1230000.0
Las Vegas,United States of America,36.17,-115.13,1990.0,710000.0
Los Angeles-Long Beach-Santa Ana,United States of America,34.0,-118.25,1990.0,10880000.0
Louisville,United States of America,38.25,-85.76,1990.0,760000.0
Memphis,United States of America,35.11,-90.0,1990.0,830000.0
Miami,United States of America,25.83,-80.27,1990.0,3970000.0
Milwaukee,United States of America,43.06,-87.99,1990.0,1230000.0
Minneapolis-St. Paul,United States of America,44.92,-93.3,1990.0,2090000.0
Nashville-Davidson,United States of America,36.14,-86.81,1990.0,580000.0
New Orleans,United States of America,29.95,-90.09,1990.0,1040000.0
New York-Newark,United States of America,40.7,-73.9,1990.0,16090000.0
Oklahoma City,United States of America,35.48,-97.53,1990.0,710000.0
Orlando,United States of America,28.54,-81.37,1990.0,890000.0
Philadelphia,United States of America,39.92,-75.21,1990.0,4720000.0
Phoenix-Mesa,United States of America,33.5,-112.11,1990.0,2020000.0
Pittsburgh,United States of America,40.49,-79.99,1990.0,1680000.0
Portland,United States of America,45.44,-122.64,1990.0,1180000.0
Providence,United States of America,41.81,-71.42,1990.0,1050000.0
Richmond,United States of America,37.56,-77.47,1990.0,700000.0
Riverside-San Bernardino,United States of America,34.12,-117.29,1990.0,1180000.0
Rochester,United States of America,43.21,-77.63,1990.0,620000.0
Sacramento,United States of America,38.56,-121.42,1990.0,1100000.0
Salt Lake City,United States of America,40.69,-111.89,1990.0,790000.0
San Antonio,United States of America,29.42,-98.52,1990.0,1130000.0
San Diego,United States of America,32.76,-117.12,1990.0,2360000.0
San Francisco-Oakland,United States of America,37.79,-122.38,1990.0,2960000.0
San Jose,United States of America,37.3,-121.84,1990.0,1380000.0
Seattle,United States of America,47.58,-122.31,1990.0,2210000.0
St. Louis,United States of America,38.63,-90.34,1990.0,1950000.0
Tampa-St. Petersburg,United States of America,27.99,-82.59,1990.0,1720000.0
Tucson,United States of America,32.22,-110.92,1990.0,580000.0
Virginia Beach,United States of America,36.83,-76.08,1990.0,1290000.0
"Washington, D.C.",United States of America,38.89,-76.95,1990.0,3380000.0
Ouagadougou,Burkina Faso,12.48,-1.67,1990.0,540000.0
Montevideo,Uruguay,-34.92,-56.16,1990.0,1550000.0
Tashkent,Uzbekistan,41.24,69.34,1990.0,2100000.0
Barquisimeto,Venezuela (Bolivarian Republic of),10.06,-69.33,1990.0,740000.0
Caracas,Venezuela (Bolivarian Republic of),10.49,-66.89,1990.0,2770000.0
Maracaibo,Venezuela (Bolivarian Republic of),10.64,-71.63,1990.0,1300000.0
Maracay,Venezuela (Bolivarian Republic of),10.24,-67.59,1990.0,760000.0
Valencia,Venezuela (Bolivarian Republic of),10.17,-68.0,1990.0,1050000.0
Al-Hudaydah,Yemen,14.79,42.94,1990.0,210000.0
Sana'a',Yemen,15.36,44.2,1990.0,650000.0
Ta'izz,Yemen,13.57,44.01,1990.0,230000.0
Lusaka,Zambia,-15.42,28.17,1990.0,760000.0
Sofia,Bulgaria,42.7,23.33,1995.0,1170000.0
Mandalay,Myanmar,21.97,96.08,1995.0,720000.0
Nay Pyi Taw,Myanmar,19.75,96.1,1995.0,0.0
Yangon,Myanmar,16.87,96.12,1995.0,3210000.0
Minsk,Belarus,53.89,27.57,1995.0,1650000.0
Phnum Pénh,Cambodia,11.56,104.91,1995.0,840000.0
El Djazaïr,Algeria,36.78,3.05,1995.0,2300000.0
Wahran,Algeria,35.74,-0.52,1995.0,680000.0
Douala,Cameroon,4.13,9.7,1995.0,1160000.0
Yaoundé,Cameroon,3.86,11.51,1995.0,950000.0
Calgary,Canada,51.03,-114.04,1995.0,810000.0
Edmonton,Canada,53.55,-113.5,1995.0,860000.0
Montréal,Canada,45.54,-73.65,1995.0,3300000.0
Ottawa-Gatineau,Canada,45.37,-75.65,1995.0,990000.0
Toronto,Canada,43.72,-79.41,1995.0,4200000.0
Vancouver,Canada,49.27,-122.96,1995.0,1790000.0
N'Djaména,Chad,12.1,15.24,1995.0,580000.0
Santiago,Chile,-33.43,-70.65,1995.0,4960000.0
Valparaíso,Chile,-33.02,-71.55,1995.0,770000.0
"Anshan, Liaoning",China,41.11,122.97,1995.0,1500000.0
Anshun,China,26.25,105.93,1995.0,710000.0
Anyang,China,36.1,114.33,1995.0,690000.0
Baoding,China,38.85,115.48,1995.0,730000.0
Baotou,China,40.65,109.8,1995.0,1430000.0
Beijing,China,39.9,116.38,1995.0,8490000.0
Bengbu,China,32.93,117.35,1995.0,750000.0
Benxi,China,41.3,123.77,1995.0,960000.0
Changchun,China,43.88,125.31,1995.0,2450000.0
Changde,China,29.03,111.68,1995.0,1260000.0
"Changsha, Hunan",China,28.09,113.0,1995.0,1670000.0
"Changzhou, Jiangsu",China,31.78,119.97,1995.0,880000.0
Chengdu,China,30.67,104.07,1995.0,3400000.0
Chifeng,China,42.27,118.95,1995.0,1060000.0
Chongqing,China,29.54,106.52,1995.0,4340000.0
Dalian,China,39.03,121.59,1995.0,2660000.0
Dandong,China,40.11,124.38,1995.0,720000.0
Daqing,China,46.58,125.0,1995.0,1170000.0
"Datong, Shanxi",China,40.06,113.28,1995.0,1390000.0
"Dongguan, Guangdong",China,23.03,113.71,1995.0,2560000.0
Foshan,China,23.03,113.71,1995.0,570000.0
"Fushun, Liaoning",China,41.85,123.9,1995.0,1410000.0
Fuxin,China,42.01,121.65,1995.0,680000.0
Fuyang,China,30.05,119.94,1995.0,380000.0
"Fuzhou, Fujian",China,26.07,119.3,1995.0,1710000.0
"Guangzhou, Guangdong",China,23.09,113.29,1995.0,5380000.0
Guilin,China,25.27,110.29,1995.0,670000.0
Guiyang,China,26.57,106.7,1995.0,2210000.0
Haerbin,China,45.75,126.62,1995.0,3210000.0
Handan,China,36.6,114.48,1995.0,1200000.0
Hangzhou,China,30.25,120.16,1995.0,1890000.0
Hefei,China,31.86,117.27,1995.0,1340000.0
Hengyang,China,26.9,112.6,1995.0,780000.0
Heze,China,35.23,115.43,1995.0,1240000.0
Hohhot,China,40.81,111.64,1995.0,1140000.0
Huai'an,China,33.5,119.13,1995.0,1150000.0
Huaibei,China,34.15,116.65,1995.0,630000.0
Huainan,China,32.61,116.98,1995.0,1290000.0
Huzhou,China,30.86,120.1,1995.0,1080000.0
Jiamusi,China,46.83,130.35,1995.0,750000.0
Jiaozuo,China,35.24,113.22,1995.0,670000.0
Jiaxing,China,30.76,120.75,1995.0,810000.0
Jilin,China,43.85,126.56,1995.0,1600000.0
"Jinan, Shandong",China,36.65,116.96,1995.0,2510000.0
"Jining, Shandong",China,35.4,116.56,1995.0,950000.0
"Jinxi, Liaoning",China,41.11,122.05,1995.0,1600000.0
Jinzhou,China,41.1,121.13,1995.0,800000.0
"Jixi, Heilongjiang",China,45.3,130.96,1995.0,870000.0
Kaifeng,China,34.79,114.34,1995.0,740000.0
Kaohsiung,China,22.6,120.28,1995.0,1420000.0
Kunming,China,25.05,102.7,1995.0,2040000.0
Langfang,China,39.51,116.7,1995.0,650000.0
Lanzhou,China,36.11,103.59,1995.0,1830000.0
Leshan,China,29.58,103.75,1995.0,1090000.0
Lianyungang,China,41.26,119.16,1995.0,600000.0
Liaoyang,China,41.26,123.17,1995.0,680000.0
Linfen,China,36.08,111.51,1995.0,650000.0
"Linyi, Shandong",China,35.05,118.31,1995.0,1830000.0
Liuan,China,31.73,116.46,1995.0,1460000.0
Liupanshui,China,26.59,104.83,1995.0,900000.0
Liuzhou,China,24.31,109.38,1995.0,950000.0
Luoyang,China,34.67,112.36,1995.0,1330000.0
Luzhou,China,28.88,105.43,1995.0,710000.0
"Mianyang, Sichuan",China,31.46,104.75,1995.0,1000000.0
Mudanjiang,China,44.58,129.59,1995.0,870000.0
Nanchang,China,28.67,115.88,1995.0,1520000.0
Nanchong,China,28.68,115.88,1995.0,1030000.0
"Nanjing, Jiangsu",China,32.04,118.76,1995.0,3010000.0
Nanning,China,22.83,108.29,1995.0,1420000.0
Nantong,China,32.0,120.83,1995.0,600000.0
"Nanyang, Henan",China,33.0,112.53,1995.0,750000.0
Neijiang,China,29.58,105.06,1995.0,1340000.0
Ningbo,China,29.86,121.55,1995.0,1330000.0
"Pingdingshan, Henan",China,33.73,113.3,1995.0,950000.0
"Pingxiang, Jiangxi",China,27.63,113.85,1995.0,660000.0
Qingdao,China,36.14,120.43,1995.0,2380000.0
Qinhuangdao,China,39.93,119.6,1995.0,650000.0
Qiqihaer,China,47.34,123.96,1995.0,1470000.0
Quanzhou,China,24.91,118.58,1995.0,740000.0
Shanghai,China,31.24,121.47,1995.0,10420000.0
Shangqiu,China,34.41,115.63,1995.0,570000.0
Shantou,China,23.36,116.7,1995.0,1050000.0
